i,tau,f_x,f_b,delta_f,dist,rate,maha_x,maha_b,valid,id_gap
7,1.929080605506897,0.9999627645554887,0.9768351223933186,0.023127642162170114,0.9324351976818768,0.0,0.0,0.0,1,-0.0912702121459728
7,2.8791441917419434,0.9999627645554887,0.8279432092860011,0.17201955526948765,1.1430047035736774,0.0,0.0,0.0,1,0.03487317575066934
7,4.297110080718994,0.9999627645554887,0.33497629401396195,0.6649864705415267,1.3585743682073923,0.0,0.0,0.0,1,0.03907948517763338
7,6.413417339324951,0.9999627645554887,0.05277780873811969,0.9471849558173691,1.5615249371153208,0.0,0.0,0.0,1,-0.033009194830094846
7,9.571996688842773,0.9999627645554887,0.009097832833022205,0.9908649317224665,1.738517304730999,0.0,0.0,0.0,1,0.26779086608765906
7,14.286163330078125,0.9999627645554887,0.0024894759097441187,0.9974732886457446,1.883031978988708,0.0,0.0,0.0,1,0.26779086608765906
7,21.32203483581543,0.9999627645554887,0.0009118963551976935,0.999050868200291,1.9948758000442075,0.0,0.0,0.0,1,0.009575804095440094
7,31.823041915893555,0.9999627645554887,0.00044312004505842246,0.9995196445104303,2.077920954815043,0.0,0.0,0.0,1,0.2610165075655503
7,47.49574661254883,0.9999627645554887,0.0002851016839118851,0.9996776628715768,2.137711409143288,0.0,0.0,0.0,1,-2.4863459614055117e-05
7,70.88719177246094,0.9999627645554887,0.00020762974323128048,0.9997551348122574,2.1798125582357573,0.0,0.0,0.0,1,-6.024030185092233e-05
7,105.79882049560547,0.9999627645554887,0.00016705083378671818,0.999795713721702,2.2089965661331377,0.0,0.0,0.0,1,0.2196638410809068
8,0.010579882189631462,0.9999929410986402,0.9999930000618533,-5.8963213089846533e-08,0.026136661601760296,0.0,0.0,0.0,1,1.0238493337810795e-05
